,product_title,product_url,img_url,product_price,average_rating,reviews_count,width,height,legth,breadcrumbs_category_main,breadcrumbs_category_sub
0,HÄRLANDA Cover for armrest - Ljungen light green,https://www.ikea.com/us/en/p/haerlanda-cover-for-armrest-ljungen-light-green-90455270/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-armrest-inseros-white__0577137_pe668614_s5.jpg,30.0,5.0,1.0,9.75,1.75,14.25,Sofas & sectionals,Sofa & armchairs covers
1,FINNALA Sofa - with open end/Orrsta black-blue,https://www.ikea.com/us/en/p/finnala-sofa-with-open-end-orrsta-black-blue-s89319090/,https://www.ikea.com/us/en/images/products/finnala-sofa-with-open-end-dalstorp-multicolor__0725528_pe734921_s5.jpg,579.0,3.7,3.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
2,"FINNALA Cover for sectional, 5-seat - with chaise/Dalstorp multicolor",https://www.ikea.com/us/en/p/finnala-cover-for-sectional-5-seat-with-chaise-dalstorp-multicolor-s29319842/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sectional-5-seat-with-chaise-dalstorp-multicolor__0725562_pe734946_s5.jpg,232.0,0.0,0.0,9.75,1.5,15.75,Sofas & sectionals,Sofa & armchairs covers
3,FINNALA Loveseat section - Grann/Bomstad golden brown,https://www.ikea.com/us/en/p/finnala-loveseat-section-grann-bomstad-golden-brown-60456431/,https://www.ikea.com/us/en/images/products/finnala-loveseat-section-grann-bomstad-black__0819136_pe774697_s5.jpg,799.0,5.0,1.0,31.5,12.25,57.25,Sofas & sectionals,Leather & faux leather sofas
4,HÄRLANDA Chaise section - Inseros white,https://www.ikea.com/us/en/p/haerlanda-chaise-section-inseros-white-s99320168/,https://www.ikea.com/us/en/images/products/haerlanda-chaise-section-inseros-white__0727742_pe735794_s5.jpg,380.0,1.0,1.0,34.0,18.75,58.5,Sofas & sectionals,Fabric sofas
5,HÄRLANDA Cover for sleeper sofa - Ljungen medium gray,https://www.ikea.com/us/en/p/haerlanda-cover-for-sleeper-sofa-ljungen-medium-gray-s69320607/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-sleeper-sofa-inseros-white__0621961_pe690211_s5.jpg,204.0,0.0,0.0,9.75,1.75,14.25,Sofas & sectionals,Sofa & armchairs covers
6,HÄRLANDA Cover for sofa section - Ljungen medium gray,https://www.ikea.com/us/en/p/haerlanda-cover-for-sofa-section-ljungen-medium-gray-60455295/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-sofa-section-inseros-white__0577136_pe668610_s5.jpg,89.0,0.0,0.0,14.75,5.5,22.25,Sofas & sectionals,Sofa & armchairs covers
7,FINNALA Sofa - with chaise with headrest/Gunnared medium gray,https://www.ikea.com/us/en/p/finnala-sofa-with-chaise-with-headrest-gunnared-medium-gray-s69336123/,https://www.ikea.com/us/en/images/products/finnala-sofa-with-chaise-with-headrest-dalstorp-multicolor__0725522_pe734912_s5.jpg,824.0,5.0,1.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
8,"FINNALA Sectional, 5-seat corner - Grann/Bomstad golden brown",https://www.ikea.com/us/en/p/finnala-sectional-5-seat-corner-grann-bomstad-golden-brown-s49319252/,https://www.ikea.com/us/en/images/products/finnala-sectional-5-seat-corner-grann-bomstad-black__0817667_pe774091_s5.jpg,2599.0,0.0,0.0,31.5,12.25,57.25,Sofas & sectionals,Leather & faux leather sofas
9,FINNALA Sofa - with chaise with headrest/Grann/Bomstad golden brown,https://www.ikea.com/us/en/p/finnala-sofa-with-chaise-with-headrest-grann-bomstad-golden-brown-s99336131/,https://www.ikea.com/us/en/images/products/finnala-sofa-with-chaise-with-headrest-grann-bomstad-black__0817211_pe773911_s5.jpg,1999.0,0.0,0.0,31.5,12.25,57.25,Sofas & sectionals,Fabric sofas
10,"MORABO Sectional, 5-seat - with chaise/Grann/Bomstad gray-green/metal",https://www.ikea.com/us/en/p/morabo-sectional-5-seat-with-chaise-grann-bomstad-gray-green-metal-s79317850/,https://www.ikea.com/us/en/images/products/morabo-sectional-5-seat-with-chaise-grann-bomstad-black-metal__0320879_pe514824_s5.jpg,2649.0,3.0,2.0,37.0,20.75,37.0,Sofas & sectionals,Leather & faux leather sofas
11,"MORABO Sectional, 4-seat - with chaise/Gunnared light green/wood",https://www.ikea.com/us/en/p/morabo-sectional-4-seat-with-chaise-gunnared-light-green-wood-s29318343/,https://www.ikea.com/us/en/images/products/morabo-sectional-4-seat-with-chaise-djuparp-dark-blue-wood__0990567_pe819061_s5.jpg,1099.0,5.0,1.0,36.5,20.75,83.75,Sofas & sectionals,Leather & faux leather sofas
12,MORABO Sofa - Grann/Bomstad gray-green/wood,https://www.ikea.com/us/en/p/morabo-sofa-grann-bomstad-gray-green-wood-s89317859/,https://www.ikea.com/us/en/images/products/morabo-sofa-grann-bomstad-black-wood__0321005_pe514785_s5.jpg,849.0,4.7,22.0,36.5,20.75,83.75,Sofas & sectionals,Leather & faux leather sofas
13,MORABO 5-seat sofa with chaises - Grann/Bomstad golden brown/metal,https://www.ikea.com/us/en/p/morabo-5-seat-sofa-with-chaises-grann-bomstad-golden-brown-metal-s19442395/,https://www.ikea.com/us/en/images/products/morabo-5-seat-sofa-with-chaises-grann-bomstad-black-metal__0630092_pe694645_s5.jpg,2149.0,0.0,0.0,32.25,21.25,64.5,Sofas & sectionals,Leather & faux leather sofas
14,FINNALA Cover for chaise section - Gunnared beige,https://www.ikea.com/us/en/p/finnala-cover-for-chaise-section-gunnared-beige-20454863/,https://www.ikea.com/us/en/images/products/finnala-cover-for-chaise-section-dalstorp-multicolor__0724725_pe734567_s5.jpg,50.0,5.0,1.0,14.25,2.0,22.25,Sofas & sectionals,Sofa & armchairs covers
15,"FINNALA Cover for sectional, 5-seat - Tallmyra black/gray",https://www.ikea.com/us/en/p/finnala-cover-for-sectional-5-seat-tallmyra-black-gray-s09319838/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sectional-5-seat-dalstorp-multicolor__0725533_pe734917_s5.jpg,456.0,0.0,0.0,14.75,3.5,22.25,Sofas & sectionals,Sofa & armchairs covers
16,HÄRLANDA 1-seat section - Ljungen light red,https://www.ikea.com/us/en/p/haerlanda-1-seat-section-ljungen-light-red-s29320096/,https://www.ikea.com/us/en/images/products/haerlanda-1-seat-section-inseros-white__0577134_pe668608_s5.jpg,249.0,0.0,0.0,29.25,12.25,30.25,Sofas & sectionals,Sectionals
17,"KIVIK Sectional, 6 seat - Hillared beige",https://www.ikea.com/us/en/p/kivik-sectional-6-seat-hillared-beige-s29194385/,https://www.ikea.com/us/en/images/products/kivik-sectional-6-seat-hillared-beige__0479984_pe618878_s5.jpg,1899.0,0.0,0.0,37.5,19.25,77.75,Sofas & sectionals,Fabric sofas
18,FINNALA Sofa - with chaise/Tallmyra black/gray,https://www.ikea.com/us/en/p/finnala-sofa-with-chaise-tallmyra-black-gray-s09319107/,https://www.ikea.com/us/en/images/products/finnala-sofa-with-chaise-dalstorp-multicolor__0725530_pe734922_s5.jpg,899.0,3.3,6.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
19,FINNALA Loveseat section - Dalstorp multicolor,https://www.ikea.com/us/en/p/finnala-loveseat-section-dalstorp-multicolor-s89319453/,https://www.ikea.com/us/en/images/products/finnala-loveseat-section-dalstorp-multicolor__0724726_pe734573_s5.jpg,369.0,5.0,2.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
20,HÄRLANDA Cover for sleeper sofa - Sporda natural,https://www.ikea.com/us/en/p/haerlanda-cover-for-sleeper-sofa-sporda-natural-s29320586/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-sleeper-sofa-inseros-white__0621855_pe690113_s5.jpg,200.0,5.0,1.0,14.75,4.25,22.25,Sofas & sectionals,Sofa & armchairs covers
21,UPPLAND Loveseat - Virestad red/white,https://www.ikea.com/us/en/p/uppland-loveseat-virestad-red-white-s49324913/,https://www.ikea.com/us/en/images/products/uppland-loveseat-blekinge-white__0818535_pe774466_s5.jpg,419.0,4.4,24.0,36.5,15.75,80.0,Sofas & sectionals,Fabric sofas
22,"SÖDERHAMN Sectional, 4-seat corner - with open end/Viarp beige/brown",https://www.ikea.com/us/en/p/soederhamn-sectional-4-seat-corner-with-open-end-viarp-beige-brown-s39305849/,https://www.ikea.com/us/en/images/products/soederhamn-sectional-4-seat-corner-with-open-end-fridtuna-dark-gray__1057727_pe848939_s5.jpg,1218.0,2.0,2.0,38.0,10.5,75.25,Sofas & sectionals,Fabric sofas
23,MORABO Ottoman - Djuparp dark blue/wood,https://www.ikea.com/us/en/p/morabo-ottoman-djuparp-dark-blue-wood-s09416504/,https://www.ikea.com/us/en/images/products/morabo-ottoman-djuparp-dark-blue-wood__0990453_pe818966_s5.jpg,219.0,0.0,0.0,26.5,13.5,31.0,Sofas & sectionals,Ottomans
24,KIVIK Chaise cover - Hillared anthracite,https://www.ikea.com/us/en/p/kivik-chaise-cover-hillared-anthracite-40348904/,https://www.ikea.com/us/en/images/products/kivik-chaise-cover-hillared-anthracite__0479950_pe619104_s5.jpg,50.0,4.3,26.0,14.25,2.25,22.25,Sofas & sectionals,Sofa & armchairs covers
25,HÄRLANDA Corner section - Sporda natural,https://www.ikea.com/us/en/p/haerlanda-corner-section-sporda-natural-s49320222/,https://www.ikea.com/us/en/images/products/haerlanda-corner-section-inseros-white__0577139_pe668613_s5.jpg,361.0,0.0,0.0,37.75,15.25,39.0,Sofas & sectionals,Fabric sofas
26,FINNALA Chaise cover - Dalstorp multicolor,https://www.ikea.com/us/en/p/finnala-chaise-cover-dalstorp-multicolor-s69319864/,https://www.ikea.com/us/en/images/products/finnala-chaise-cover-dalstorp-multicolor__0724798_pe734639_s5.jpg,90.0,3.7,3.0,9.75,1.5,15.75,Sofas & sectionals,Sofa & armchairs covers
27,"MORABO Sectional, 5-seat - with chaise/Grann/Bomstad dark beige/wood",https://www.ikea.com/us/en/p/morabo-sectional-5-seat-with-chaise-grann-bomstad-dark-beige-wood-s49317408/,https://www.ikea.com/us/en/images/products/morabo-sectional-5-seat-with-chaise-grann-bomstad-black-wood__0320882_pe514823_s5.jpg,2649.0,3.0,2.0,32.75,21.25,63.0,Sofas & sectionals,Leather & faux leather sofas
28,MORABO Loveseat - Gunnared dark gray/wood,https://www.ikea.com/us/en/p/morabo-loveseat-gunnared-dark-gray-wood-s29318319/,https://www.ikea.com/us/en/images/products/morabo-loveseat-djuparp-dark-blue-wood__0990488_pe818998_s5.jpg,629.0,4.9,10.0,37.0,20.75,69.0,Sofas & sectionals,Fabric sofas
29,KIVIK Loveseat - Hillared beige,https://www.ikea.com/us/en/p/kivik-loveseat-hillared-beige-s79194401/,https://www.ikea.com/us/en/images/products/kivik-loveseat-hillared-beige__0479987_pe618871_s5.jpg,599.0,4.4,14.0,36.25,19.25,56.25,Sofas & sectionals,Fabric sofas
30,STOCKSUND Bench - Segersta multicolor/black/wood,https://www.ikea.com/us/en/p/stocksund-bench-segersta-multicolor-black-wood-s19274778/,https://www.ikea.com/us/en/images/products/stocksund-bench-ljungen-blue-black-wood__0405144_pe575046_s5.jpg,229.0,4.7,6.0,9.25,3.5,12.25,Sofas & sectionals,Ottomans
31,HÄRLANDA Corner section - Ljungen medium gray,https://www.ikea.com/us/en/p/haerlanda-corner-section-ljungen-medium-gray-s29320218/,https://www.ikea.com/us/en/images/products/haerlanda-corner-section-inseros-white__0577139_pe668613_s5.jpg,341.0,0.0,0.0,37.75,15.25,39.0,Sofas & sectionals,Fabric sofas
32,FINNALA Corner section - Dalstorp multicolor,https://www.ikea.com/us/en/p/finnala-corner-section-dalstorp-multicolor-s19319461/,https://www.ikea.com/us/en/images/products/finnala-corner-section-dalstorp-multicolor__0724729_pe734571_s5.jpg,301.0,5.0,1.0,29.25,8.5,30.0,Sofas & sectionals,Fabric sofas
33,FINNALA Cover for sleeper sofa - Gunnared medium gray,https://www.ikea.com/us/en/p/finnala-cover-for-sleeper-sofa-gunnared-medium-gray-s39319747/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sleeper-sofa-dalstorp-multicolor__0725564_pe734951_s5.jpg,204.0,0.0,0.0,14.25,3.25,22.25,Sofas & sectionals,Sofa & armchairs covers
34,FINNALA Ottoman with storage - Tallmyra beige,https://www.ikea.com/us/en/p/finnala-ottoman-with-storage-tallmyra-beige-s29319615/,https://www.ikea.com/us/en/images/products/finnala-ottoman-with-storage-dalstorp-multicolor__0724723_pe734565_s5.jpg,195.0,4.4,7.0,29.75,17.25,39.75,Sofas & sectionals,Ottomans
35,GRUNDSJÖ Ottoman - Djuparp dark green,https://www.ikea.com/us/en/p/grundsjoe-ottoman-djuparp-dark-green-20505080/,https://www.ikea.com/us/en/images/products/grundsjoe-ottoman-djuparp-dark-green__0997586_pe822709_s5.jpg,179.0,4.5,2.0,24.5,19.0,24.5,Sofas & sectionals,Ottomans
36,"FINNALA Sectional, 4-seat - with chaise/Grann/Bomstad golden brown",https://www.ikea.com/us/en/p/finnala-sectional-4-seat-with-chaise-grann-bomstad-golden-brown-s39319224/,https://www.ikea.com/us/en/images/products/finnala-sectional-4-seat-with-chaise-grann-bomstad-black__0817644_pe774072_s5.jpg,1999.0,5.0,1.0,26.25,6.75,38.25,Sofas & sectionals,Leather & faux leather sofas
37,STOCKSUND Bench - Nolhaga dark green/light brown/wood,https://www.ikea.com/us/en/p/stocksund-bench-nolhaga-dark-green-light-brown-wood-s89274732/,https://www.ikea.com/us/en/images/products/stocksund-bench-ljungen-blue-light-brown-wood__0405145_pe575047_s5.jpg,249.0,4.7,6.0,9.25,3.5,12.25,Sofas & sectionals,Ottomans
38,"MORABO Sectional, 5-seat corner - Grann/Bomstad dark beige/wood",https://www.ikea.com/us/en/p/morabo-sectional-5-seat-corner-grann-bomstad-dark-beige-wood-s69317412/,https://www.ikea.com/us/en/images/products/morabo-sectional-5-seat-corner-grann-bomstad-black-wood__0320858_pe514831_s5.jpg,1999.0,4.8,8.0,37.0,20.75,37.0,Sofas & sectionals,Leather & faux leather sofas
39,UPPLAND Ottoman - Totebo dark turquoise,https://www.ikea.com/us/en/p/uppland-ottoman-totebo-dark-turquoise-s79322413/,https://www.ikea.com/us/en/images/products/uppland-ottoman-blekinge-white__0944719_pe797412_s5.jpg,99.0,4.7,16.0,25.0,10.25,31.5,Sofas & sectionals,Ottomans
40,"FINNALA Corner sleeper sofa, 5-seat - with chaise/Grann/Bomstad black",https://www.ikea.com/us/en/p/finnala-corner-sleeper-sofa-5-seat-with-chaise-grann-bomstad-black-s39319276/,https://www.ikea.com/us/en/images/products/finnala-corner-sleeper-sofa-5-seat-with-chaise-grann-bomstad-black__0817698_pe776082_s5.jpg,3749.0,0.0,0.0,40.75,11.75,69.5,Sofas & sectionals,Leather & faux leather sofas
41,MORABO Loveseat - Grann/Bomstad white/metal,https://www.ikea.com/us/en/p/morabo-loveseat-grann-bomstad-white-metal-s29317975/,https://www.ikea.com/us/en/images/products/morabo-loveseat-grann-bomstad-black-metal__0320948_pe514802_s5.jpg,829.0,4.6,12.0,37.0,20.75,69.0,Sofas & sectionals,Leather & faux leather sofas
42,STOCKSUND Sofa - Ljungen medium gray/black/wood,https://www.ikea.com/us/en/p/stocksund-sofa-ljungen-medium-gray-black-wood-s39315928/,https://www.ikea.com/us/en/images/products/stocksund-sofa-ljungen-blue-black-wood__0405190_pe575076_s5.jpg,699.0,3.8,24.0,9.25,3.5,12.25,Sofas & sectionals,Fabric sofas
43,FINNALA Sofa - Gunnared beige,https://www.ikea.com/us/en/p/finnala-sofa-gunnared-beige-s19319060/,https://www.ikea.com/us/en/images/products/finnala-sofa-dalstorp-multicolor__0725527_pe734920_s5.jpg,599.0,3.9,10.0,29.5,8.75,30.75,Sofas & sectionals,Fabric sofas
44,HÄRLANDA Loveseat - Ljungen light green,https://www.ikea.com/us/en/p/haerlanda-loveseat-ljungen-light-green-s19320252/,https://www.ikea.com/us/en/images/products/haerlanda-loveseat-inseros-white__0577219_pe668687_s5.jpg,519.0,5.0,2.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
45,MORABO Loveseat - Grann/Bomstad golden brown/wood,https://www.ikea.com/us/en/p/morabo-loveseat-grann-bomstad-golden-brown-wood-s69317756/,https://www.ikea.com/us/en/images/products/morabo-loveseat-grann-bomstad-black-wood__0320951_pe514801_s5.jpg,829.0,4.6,12.0,37.0,20.75,69.0,Sofas & sectionals,Leather & faux leather sofas
46,FÄRLÖV Loveseat - Djuparp dark olive-green,https://www.ikea.com/us/en/p/faerloev-loveseat-djuparp-dark-olive-green-s79326492/,https://www.ikea.com/us/en/images/products/faerloev-loveseat-djuparp-dark-gray__0479735_pe619093_s5.jpg,869.0,3.7,6.0,34.25,16.75,62.0,Sofas & sectionals,Fabric sofas
47,HÄRLANDA Cover for loveseat - Inseros white,https://www.ikea.com/us/en/p/haerlanda-cover-for-loveseat-inseros-white-s89320588/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-loveseat-inseros-white__0577219_pe668687_s5.jpg,104.0,2.0,1.0,14.75,2.75,22.25,Sofas & sectionals,Sofa & armchairs covers
48,STOCKSUND Cover for bench - Nolhaga dark green,https://www.ikea.com/us/en/p/stocksund-cover-for-bench-nolhaga-dark-green-20413801/,https://www.ikea.com/us/en/images/products/stocksund-cover-for-bench-ljungen-blue__0405144_pe575046_s5.jpg,79.0,4.4,7.0,9.75,2.75,14.25,Sofas & sectionals,Sofa & armchairs covers
49,UPPLAND Cover for sofa - Totebo light beige,https://www.ikea.com/us/en/p/uppland-cover-for-sofa-totebo-light-beige-00485399/,https://www.ikea.com/us/en/images/products/uppland-cover-for-sofa-blekinge-white__0818565_pe774487_s5.jpg,79.0,4.6,14.0,14.25,3.25,22.0,Sofas & sectionals,Sofa & armchairs covers
50,"HÄRLANDA Cover f/corner sleeper sofa, 5-seat - with chaise/Ljungen light red",https://www.ikea.com/us/en/p/haerlanda-cover-f-corner-sleeper-sofa-5-seat-with-chaise-ljungen-light-red-s29320708/,https://www.ikea.com/us/en/images/products/haerlanda-cover-f-corner-sleeper-sofa-5-seat-with-chaise-inseros-white__0622202_pe690370_s5.jpg,404.0,0.0,0.0,14.75,4.25,22.25,Sofas & sectionals,Sofa & armchairs covers
51,"MORABO Sectional, 4-seat - with chaise/Gunnared dark gray/metal",https://www.ikea.com/us/en/p/morabo-sectional-4-seat-with-chaise-gunnared-dark-gray-metal-s29318324/,https://www.ikea.com/us/en/images/products/morabo-sectional-4-seat-with-chaise-djuparp-dark-blue-metal__0990565_pe819059_s5.jpg,1099.0,5.0,1.0,36.5,20.75,83.75,Sofas & sectionals,Leather & faux leather sofas
52,"HÄRLANDA Sectional, 4-seat - with chaise/Ljungen light green",https://www.ikea.com/us/en/p/haerlanda-sectional-4-seat-with-chaise-ljungen-light-green-s39320312/,https://www.ikea.com/us/en/images/products/haerlanda-sectional-4-seat-with-chaise-inseros-white__0577222_pe668690_s5.jpg,1279.0,5.0,1.0,25.25,7.5,37.25,Sofas & sectionals,Fabric sofas
53,"FINNALA Sectional, 5-seat corner - with chaise/Orrsta black-blue",https://www.ikea.com/us/en/p/finnala-sectional-5-seat-corner-with-chaise-orrsta-black-blue-s69319270/,https://www.ikea.com/us/en/images/products/finnala-sectional-5-seat-corner-with-chaise-dalstorp-multicolor__0725524_pe734915_s5.jpg,1419.0,0.0,0.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
54,"MORABO Sectional, 5-seat corner - Djuparp dark blue/metal",https://www.ikea.com/us/en/p/morabo-sectional-5-seat-corner-djuparp-dark-blue-metal-s79416497/,https://www.ikea.com/us/en/images/products/morabo-sectional-5-seat-corner-djuparp-dark-blue-metal__0990436_pe818949_s5.jpg,1739.0,4.3,3.0,37.0,20.75,37.0,Sofas & sectionals,Fabric sofas
55,HÄRLANDA Cover for armrest - Inseros white,https://www.ikea.com/us/en/p/haerlanda-cover-for-armrest-inseros-white-30455268/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-armrest-inseros-white__0577137_pe668614_s5.jpg,20.0,5.0,1.0,9.75,1.5,14.25,Sofas & sectionals,Sofa & armchairs covers
56,FINNALA Sofa - with open end/Gunnared medium gray,https://www.ikea.com/us/en/p/finnala-sofa-with-open-end-gunnared-medium-gray-s29319088/,https://www.ikea.com/us/en/images/products/finnala-sofa-with-open-end-dalstorp-multicolor__0725528_pe734921_s5.jpg,629.0,3.7,3.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
57,MORABO 5-seat sofa with chaises - Grann/Bomstad black/metal,https://www.ikea.com/us/en/p/morabo-5-seat-sofa-with-chaises-grann-bomstad-black-metal-s99442396/,https://www.ikea.com/us/en/images/products/morabo-5-seat-sofa-with-chaises-grann-bomstad-black-metal__0630092_pe694645_s5.jpg,2149.0,0.0,0.0,32.25,21.25,64.5,Sofas & sectionals,Leather & faux leather sofas
58,"FINNALA Sectional, 4-seat corner - Grann/Bomstad golden brown",https://www.ikea.com/us/en/p/finnala-sectional-4-seat-corner-grann-bomstad-golden-brown-s29409178/,https://www.ikea.com/us/en/images/products/finnala-sectional-4-seat-corner-grann-bomstad-black__0817648_pe774076_s5.jpg,2499.0,0.0,0.0,31.5,12.25,57.25,Sofas & sectionals,Leather & faux leather sofas
59,"HÄRLANDA Sectional, 5-seat corner - with chaise/Ljungen light red",https://www.ikea.com/us/en/p/haerlanda-sectional-5-seat-corner-with-chaise-ljungen-light-red-s49320335/,https://www.ikea.com/us/en/images/products/haerlanda-sectional-5-seat-corner-with-chaise-inseros-white__0577217_pe668693_s5.jpg,1629.0,4.7,3.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
60,FÄRLÖV Sleeper sofa - Djuparp dark olive-green,https://www.ikea.com/us/en/p/faerloev-sleeper-sofa-djuparp-dark-olive-green-s29326499/,https://www.ikea.com/us/en/images/products/faerloev-sleeper-sofa-djuparp-dark-gray__0567575_pe667128_s5.jpg,1199.0,4.0,3.0,31.25,12.75,44.0,Sofas & sectionals,Fabric sofas
61,HÄRLANDA Loveseat - Sporda dark gray,https://www.ikea.com/us/en/p/haerlanda-loveseat-sporda-dark-gray-s29320256/,https://www.ikea.com/us/en/images/products/haerlanda-loveseat-inseros-white__0577219_pe668687_s5.jpg,569.0,5.0,2.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
62,"HÄRLANDA Cover for sectional, 4-seat - with chaise/Inseros white",https://www.ikea.com/us/en/p/haerlanda-cover-for-sectional-4-seat-with-chaise-inseros-white-s69320669/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-sectional-4-seat-with-chaise-inseros-white__0577222_pe668690_s5.jpg,224.0,0.0,0.0,14.75,2.75,22.25,Sofas & sectionals,Sofa & armchairs covers
63,HÄRLANDA Cover for sofa section - Ljungen light red,https://www.ikea.com/us/en/p/haerlanda-cover-for-sofa-section-ljungen-light-red-10455293/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-sofa-section-inseros-white__0577136_pe668610_s5.jpg,89.0,0.0,0.0,14.75,5.5,22.25,Sofas & sectionals,Sofa & armchairs covers
64,FINNALA Cover for sofa - with chaise/Tallmyra beige,https://www.ikea.com/us/en/p/finnala-cover-for-sofa-with-chaise-tallmyra-beige-s09319777/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sofa-with-chaise-dalstorp-multicolor__0725530_pe734922_s5.jpg,319.0,0.0,0.0,14.25,3.5,22.25,Sofas & sectionals,Sofa & armchairs covers
65,FINNALA Cover for 1-seat section - Orrsta black-blue,https://www.ikea.com/us/en/p/finnala-cover-for-1-seat-section-orrsta-black-blue-80454860/,https://www.ikea.com/us/en/images/products/finnala-cover-for-1-seat-section-dalstorp-multicolor__0724730_pe734568_s5.jpg,34.0,0.0,0.0,14.25,1.5,22.25,Sofas & sectionals,Sofa & armchairs covers
66,"HÄRLANDA Sectional, 4-seat corner - Ljungen light red",https://www.ikea.com/us/en/p/haerlanda-sectional-4-seat-corner-ljungen-light-red-s69320297/,https://www.ikea.com/us/en/images/products/haerlanda-sectional-4-seat-corner-inseros-white__0577214_pe668686_s5.jpg,1249.0,3.5,2.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
67,"HÄRLANDA Cover f/corner sleeper sofa, 5-seat - with chaise/Sporda natural",https://www.ikea.com/us/en/p/haerlanda-cover-f-corner-sleeper-sofa-5-seat-with-chaise-sporda-natural-s59320716/,https://www.ikea.com/us/en/images/products/haerlanda-cover-f-corner-sleeper-sofa-5-seat-with-chaise-inseros-white__0622202_pe690370_s5.jpg,554.0,0.0,0.0,14.75,4.25,22.25,Sofas & sectionals,Sofa & armchairs covers
68,TULLSTA Chair cover - Lofallet beige,https://www.ikea.com/us/en/p/tullsta-chair-cover-lofallet-beige-80410338/,https://www.ikea.com/us/en/images/products/tullsta-chair-cover-lofallet-beige__0602718_pe680490_s5.jpg,30.0,4.4,44.0,14.25,1.25,22.25,Sofas & sectionals,Sofa & armchairs covers
69,STOCKSUND Bench - Ljungen medium gray/black/wood,https://www.ikea.com/us/en/p/stocksund-bench-ljungen-medium-gray-black-wood-s09315944/,https://www.ikea.com/us/en/images/products/stocksund-bench-ljungen-blue-black-wood__0405144_pe575046_s5.jpg,249.0,4.7,6.0,9.25,3.5,12.25,Sofas & sectionals,Ottomans
70,PÄRUP Sofa with chaise - Vissle dark green,https://www.ikea.com/us/en/p/paerup-sofa-with-chaise-vissle-dark-green-s19389835/,https://www.ikea.com/us/en/images/products/paerup-sofa-with-chaise-gunnared-beige__0950139_pe800159_s5.jpg,549.0,0.0,0.0,12.5,4.5,83.5,Sofas & sectionals,Fabric sofas
71,"HÄRLANDA Sectional, 4-seat - with chaise/Ljungen light red",https://www.ikea.com/us/en/p/haerlanda-sectional-4-seat-with-chaise-ljungen-light-red-s79320310/,https://www.ikea.com/us/en/images/products/haerlanda-sectional-4-seat-with-chaise-inseros-white__0577222_pe668690_s5.jpg,1279.0,5.0,1.0,25.25,7.5,37.25,Sofas & sectionals,Fabric sofas
72,"FINNALA Cover for sectional, 4-seat - Dalstorp multicolor",https://www.ikea.com/us/en/p/finnala-cover-for-sectional-4-seat-dalstorp-multicolor-s29319804/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sectional-4-seat-dalstorp-multicolor__0725523_pe734913_s5.jpg,261.0,0.0,0.0,9.75,1.5,15.75,Sofas & sectionals,Sofa & armchairs covers
73,STOCKSUND Cover for sofa - Nolhaga gray-beige,https://www.ikea.com/us/en/p/stocksund-cover-for-sofa-nolhaga-gray-beige-30280320/,https://www.ikea.com/us/en/images/products/stocksund-cover-for-sofa-ljungen-blue__0405191_pe575077_s5.jpg,249.0,4.9,9.0,14.25,4.75,22.25,Sofas & sectionals,Sofa & armchairs covers
74,HÄRLANDA Chaise section - Ljungen light red,https://www.ikea.com/us/en/p/haerlanda-chaise-section-ljungen-light-red-s59320170/,https://www.ikea.com/us/en/images/products/haerlanda-chaise-section-inseros-white__0727742_pe735794_s5.jpg,380.0,0.0,0.0,34.0,18.75,58.5,Sofas & sectionals,Fabric sofas
75,HÄRLANDA Cover for sleeper sofa - with chaise/Ljungen light green,https://www.ikea.com/us/en/p/haerlanda-cover-for-sleeper-sofa-with-chaise-ljungen-light-green-s29320633/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-sleeper-sofa-with-chaise-inseros-white__0622062_pe690247_s5.jpg,210.0,0.0,0.0,14.75,4.25,22.25,Sofas & sectionals,Sofa & armchairs covers
