,product_title,product_url,img_url,product_price,average_rating,reviews_count,width,height,legth,breadcrumbs_category_main,breadcrumbs_category_sub
1766,"BESTÅ Storage combination w doors/drawers - white/Hanviken/Stubbarp white clear glass 47 1/4x16 1/2x83 7/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-doors-drawers-white-hanviken-stubbarp-white-clear-glass-s19399212/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-lappviken-sindvik-stubbarp-black-brown-clear-glass__0979794_pe814709_s5.jpg,505.0,0.0,0.0,16.25,4.5,51.0,Shelves,Display cabinets
1767,"BESTÅ Storage combination with doors - white/Hedeviken/Ösarp oak veneer 70 7/8x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-white-hedeviken-oesarp-oak-veneer-s29476813/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0996712_pe822456_s5.jpg,343.0,4.1,23.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1768,"EKET Wall cabinet with glass door - dark gray 13 3/4x9 7/8x13 3/4 """,https://www.ikea.com/us/en/p/eket-wall-cabinet-with-glass-door-dark-gray-s49336341/,https://www.ikea.com/us/en/images/products/eket-wall-cabinet-with-glass-door-dark-gray__0807245_pe770338_s5.jpg,30.0,4.6,5.0,13.25,3.25,15.0,Shelves,Display cabinets
1769,"BESTÅ Storage combination with doors - white/Laxviken white 70 7/8x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-white-laxviken-white-s49325007/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-kallviken-dark-gray-concrete-effect__0780769_pe760342_s5.jpg,295.0,0.0,0.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1770,IDÅSEN Cabinet with sliding glass doors,https://www.ikea.com/us/en/p/idasen-cabinet-with-sliding-glass-doors-90496384/,https://www.ikea.com/us/en/images/products/idasen-cabinet-with-sliding-glass-doors__1020157_pe831809_s5.jpg,399.0,4.2,5.0,24.5,4.75,50.75,Shelves,Display cabinets
1771,"BESTÅ Storage combination with doors - white/Glassvik/Stubbarp white frosted glass 70 7/8x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-white-glassvik-stubbarp-white-frosted-glass-s69139943/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-kallviken-stubbarp-dark-gray-concrete-effect__0494238_pe626904_s5.jpg,330.0,4.1,19.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1772,"MALSJÖ Glass-door cabinet - black stained 23 5/8x15 3/4x73 1/4 """,https://www.ikea.com/us/en/p/malsjoe-glass-door-cabinet-black-stained-30303487/,https://www.ikea.com/us/en/images/products/malsjoe-glass-door-cabinet-black-stained__0383562_pe558041_s5.jpg,399.0,4.8,6.0,20.0,2.25,70.0,Shelves,Display cabinets
1773,"BESTÅ Storage combination with doors - black-brown/Selsviken high-gloss/black 47 1/4x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-black-brown-selsviken-high-gloss-black-s69324592/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-kallviken-dark-gray-concrete-effect__0780527_pe760108_s5.jpg,185.0,4.8,9.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1774,"HAVSTA Glass-door cabinet - dark brown 47 5/8x13 3/4x48 3/8 """,https://www.ikea.com/us/en/p/havsta-glass-door-cabinet-dark-brown-50391044/,https://www.ikea.com/us/en/images/products/havsta-glass-door-cabinet-dark-brown__0632479_pe695405_s5.jpg,280.0,4.9,10.0,15.25,5.25,49.25,Shelves,Display cabinets
1775,"BESTÅ Storage combination with doors - walnut effect light gray/Lappviken walnut effect light gray 47 1/4x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-walnut-effect-light-gray-lappviken-walnut-effect-light-gray-s69324525/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-kallviken-dark-gray-concrete-effect__0780527_pe760108_s5.jpg,145.0,4.8,9.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1776,"BESTÅ Storage combination w/glass doors - black-brown/Hanviken black-brown clear glass 23 5/8x16 1/2x76 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-glass-doors-black-brown-hanviken-black-brown-clear-glass-s89412516/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-glass-doors-black-brown-lappviken-light-gray-brown-clear-glass__0994569_pe821243_s5.jpg,280.0,2.3,3.0,16.25,3.25,76.75,Shelves,Display cabinets
1777,"BESTÅ Storage combination w doors/drawers - white/Sutterviken/Kabbarp white 47 1/4x16 1/2x29 7/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white-s59387684/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-lappviken-stubbarp-black-brown__0979780_pe814694_s5.jpg,307.0,0.0,0.0,2.0,2.0,14.5,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1778,"BESTÅ Storage combination w doors/drawers - white/Sutterviken/Kabbarp white 47 1/4x16 1/2x29 7/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white-s29412760/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0994446_pe821116_s5.jpg,307.0,3.5,6.0,4.75,1.5,14.75,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1779,"BESTÅ Storage combination w/glass doors - black-brown/Selsviken high gloss/brown clear glass 47 1/4x16 1/2x76 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-glass-doors-black-brown-selsviken-high-gloss-brown-clear-glass-s79059460/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-glass-doors-black-brown-hanviken-sindvik-black-brown-clear-glass__0350229_pe535117_s5.jpg,520.0,2.6,5.0,16.25,3.25,76.75,Shelves,Display cabinets
1780,"BESTÅ Storage combination with doors - black-brown/Riksviken light bronze effect 47 1/4x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-black-brown-riksviken-light-bronze-effect-s29324565/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-kallviken-dark-gray-concrete-effect__0780527_pe760108_s5.jpg,205.0,4.8,9.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1781,"GALANT Storage combination with filing - white 40 1/8x47 1/4 """,https://www.ikea.com/us/en/p/galant-storage-combination-with-filing-white-s89304102/,https://www.ikea.com/us/en/images/products/galant-storage-combination-with-filing-black-stained-ash-veneer__0722608_pe733659_s5.jpg,498.0,5.0,1.0,19.0,3.75,49.0,Shelves,Filing cabinets & storage cabinets
1782,"BESTÅ Storage combination with doors - white/Sindvik white clear glass 70 7/8x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-white-sindvik-white-clear-glass-s79325039/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-kallviken-dark-gray-concrete-effect__0780769_pe760342_s5.jpg,280.0,0.0,0.0,16.25,4.5,51.0,Shelves,Display cabinets
1783,"HAVSTA Cabinet with base - dark brown 31 7/8x14 5/8x52 3/4 """,https://www.ikea.com/us/en/p/havsta-cabinet-with-base-dark-brown-s29275094/,https://www.ikea.com/us/en/images/products/havsta-cabinet-with-base-dark-brown__0720092_pe732404_s5.jpg,199.0,3.9,18.0,4.75,2.5,40.5,Shelves,Dining room cabinets & cupboards
1784,"BESTÅ Storage combination w/glass doors - black-brown/Selsviken high gloss/beige smoked glass 47 1/4x16 1/2x76 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-glass-doors-black-brown-selsviken-high-gloss-beige-smoked-glass-s99124761/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-glass-doors-black-brown-hanviken-sindvik-black-brown-clear-glass__0350229_pe535117_s5.jpg,520.0,2.6,5.0,16.25,3.25,76.75,Shelves,Display cabinets
1785,"BESTÅ Storage combination w/glass doors - white/Selsviken high gloss/beige frosted glass 47 1/4x16 1/2x76 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-glass-doors-white-selsviken-high-gloss-beige-frosted-glass-s69089900/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-glass-doors-black-brown-hanviken-sindvik-black-brown-clear-glass__0350229_pe535117_s5.jpg,520.0,2.6,5.0,16.25,3.25,76.75,Shelves,Display cabinets
1786,"BESTÅ Storage combination with doors - black-brown/Selsviken high-gloss/brown 70 7/8x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-black-brown-selsviken-high-gloss-brown-s59324984/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0996712_pe822456_s5.jpg,295.0,4.1,23.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1787,"BRIMNES Cabinet with doors - black 30 3/4x37 3/8 """,https://www.ikea.com/us/en/p/brimnes-cabinet-with-doors-black-80300660/,https://www.ikea.com/us/en/images/products/brimnes-cabinet-with-doors-black__0627112_pe693188_s5.jpg,79.0,4.6,186.0,16.5,6.0,38.25,Shelves,Dining room cabinets & cupboards
1788,"BESTÅ Storage combination with doors - walnut effect light gray/Sindvik/Stubbarp gray stained walnut eff clear glass 70 7/8x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-walnut-effect-light-gray-sindvik-stubbarp-gray-stained-walnut-eff-clear-glass-s59139934/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-kallviken-stubbarp-dark-gray-concrete-effect__0494238_pe626904_s5.jpg,300.0,4.1,19.0,16.25,4.5,51.0,Shelves,Display cabinets
1789,"BESTÅ Wall-mounted cabinet combination - black-brown/Hanviken black-brown 70 7/8x16 1/2x25 1/4 """,https://www.ikea.com/us/en/p/besta-wall-mounted-cabinet-combination-black-brown-hanviken-black-brown-s69425911/,https://www.ikea.com/us/en/images/products/besta-wall-mounted-cabinet-combination-black-brown-bergsviken-black-marble-effect__0994652_pe821264_s5.jpg,300.0,4.3,6.0,14.0,0.75,23.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1790,"HEMNES Glass-door cabinet with 3 drawers - white stain/light brown 35 3/8x77 1/2 """,https://www.ikea.com/us/en/p/hemnes-glass-door-cabinet-with-3-drawers-white-stain-light-brown-50413507/,https://www.ikea.com/us/en/images/products/hemnes-glass-door-cabinet-with-3-drawers-black-brown__0644208_pe702489_s5.jpg,399.0,4.4,46.0,15.0,5.0,39.75,Shelves,Display cabinets
1791,"BESTÅ Storage combination w doors/drawers - white/Hanviken/Stubbarp white clear glass 47 1/4x16 1/2x83 7/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-doors-drawers-white-hanviken-stubbarp-white-clear-glass-s99412498/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-lappviken-sindvik-stubbarp-black-brown-clear-glass__0979794_pe814709_s5.jpg,505.0,0.0,0.0,16.25,4.5,51.0,Shelves,Display cabinets
1792,"BESTÅ Storage combination w/glass doors - black-brown/Hanviken black-brown clear glass 23 5/8x16 1/2x76 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-glass-doors-black-brown-hanviken-black-brown-clear-glass-s49300870/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-glass-doors-black-brown-lappviken-light-gray-brown-clear-glass__0994569_pe821243_s5.jpg,280.0,2.3,3.0,16.25,3.25,76.75,Shelves,Display cabinets
1793,"BESTÅ Storage combination w doors/drawers - white/Lappviken white 47 1/4x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-doors-drawers-white-lappviken-white-s79324624/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-kallviken-dark-gray-concrete-effect__0780696_pe760214_s5.jpg,195.0,0.0,0.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1794,"BESTÅ Storage combination w/glass doors - walnut effect light gray/Selsviken high-gloss/white frosted glass 23 5/8x16 1/2x76 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-glass-doors-walnut-effect-light-gray-selsviken-high-gloss-white-frosted-glass-s99412530/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-glass-doors-black-brown-lappviken-light-gray-brown-clear-glass__0994569_pe821243_s5.jpg,315.0,2.3,3.0,16.25,3.0,76.75,Shelves,Display cabinets
1795,"BESTÅ Storage combination with doors - white/Sutterviken/Kabbarp white 47 1/4x16 1/2x29 7/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-white-sutterviken-kabbarp-white-s79387720/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-lappviken-stubbarp-black-brown__0979773_pe814688_s5.jpg,247.0,0.0,0.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1796,"BESTÅ Storage combination with drawers - black-brown/Selsviken high-gloss/black 70 7/8x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-drawers-black-brown-selsviken-high-gloss-black-s89325171/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0996745_pe822517_s5.jpg,330.0,4.0,2.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1797,"HAVSTA Storage with sliding glass doors - dark brown 95 1/4x18 1/2x83 1/2 """,https://www.ikea.com/us/en/p/havsta-storage-with-sliding-glass-doors-dark-brown-s89265898/,https://www.ikea.com/us/en/images/products/havsta-storage-with-sliding-glass-doors-dark-brown__0720075_pe732395_s5.jpg,998.0,4.8,4.0,15.25,5.25,49.25,Shelves,Dining room cabinets & cupboards
1798,"BESTÅ Storage combination with doors - white/Riksviken/Stubbarp light bronze effect 47 1/4x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-white-riksviken-stubbarp-light-bronze-effect-s39421434/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-bjoerkoeviken-mejarp-brown-stained-oak-veneer__0994417_pe821071_s5.jpg,227.0,4.7,7.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1799,"BESTÅ Storage combination w doors/drawers - white Lappviken/Stubbarp/light gray-brown clear glass 47 1/4x16 1/2x83 7/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-doors-drawers-white-lappviken-stubbarp-light-gray-brown-clear-glass-s49421551/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-lappviken-sindvik-stubbarp-black-brown-clear-glass__0979794_pe814709_s5.jpg,505.0,0.0,0.0,16.25,4.5,51.0,Shelves,Display cabinets
1800,"BESTÅ Storage combination w doors/drawers - white Bergsviken/Ösarp/black marble effect 47 1/4x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-doors-drawers-white-bergsviken-oesarp-black-marble-effect-s29440249/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0994446_pe821116_s5.jpg,331.0,0.0,0.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1801,"BESTÅ Storage combination with doors - walnut effect light gray/Laxviken/Stubbarp black 47 1/4x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-walnut-effect-light-gray-laxviken-stubbarp-black-s89209987/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-bjoerkoeviken-mejarp-brown-stained-oak-veneer__0994417_pe821071_s5.jpg,207.0,4.7,7.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1802,"BESTÅ Storage combination with doors - walnut effect light gray/Lappviken/Stubbarp walnut effect light gray 47 1/4x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-walnut-effect-light-gray-lappviken-stubbarp-walnut-effect-light-gray-s39209824/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-bjoerkoeviken-mejarp-brown-stained-oak-veneer__0994417_pe821071_s5.jpg,167.0,4.7,7.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1803,"HAVSTA Cabinet with base - white 31 7/8x14 5/8x52 3/4 """,https://www.ikea.com/us/en/p/havsta-cabinet-with-base-white-s59275101/,https://www.ikea.com/us/en/images/products/havsta-cabinet-with-base-dark-brown__0720092_pe732404_s5.jpg,199.0,3.9,18.0,4.75,2.5,40.5,Shelves,Dining room cabinets & cupboards
1804,"BESTÅ Storage combination w doors/drawers - black-brown/Hanviken/Stubbarp black-brown 47 1/4x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-doors-drawers-black-brown-hanviken-stubbarp-black-brown-s79195288/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-kallviken-dark-gray-concrete-effect__0780696_pe760214_s5.jpg,247.0,0.0,0.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1805,"HAVSTA Storage combination - white 63 3/4x14 5/8x52 3/4 """,https://www.ikea.com/us/en/p/havsta-storage-combination-white-s89265836/,https://www.ikea.com/us/en/images/products/havsta-storage-combination-dark-brown__0820433_pe732459_s5.jpg,358.0,5.0,2.0,4.75,2.5,40.5,Shelves,Dining room cabinets & cupboards
1806,"BESTÅ Wall-mounted cabinet combination - black-brown/Mörtviken black 70 7/8x16 1/2x25 1/4 """,https://www.ikea.com/us/en/p/besta-wall-mounted-cabinet-combination-black-brown-moertviken-black-s49412453/,https://www.ikea.com/us/en/images/products/besta-wall-mounted-cabinet-combination-black-brown-bergsviken-black-marble-effect__0994652_pe821264_s5.jpg,315.0,0.0,0.0,14.0,0.75,23.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1807,"BESTÅ Storage combination with doors - black-brown/Hedeviken/Stubbarp oak veneer 47 1/4x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-black-brown-hedeviken-stubbarp-oak-veneer-s49421424/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-bjoerkoeviken-mejarp-brown-stained-oak-veneer__0994417_pe821071_s5.jpg,207.0,4.7,7.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1808,"ERSNÄS Sideboard - birch effect 70 7/8x31 1/8 """,https://www.ikea.com/us/en/p/ersnaes-sideboard-birch-effect-70506746/,https://www.ikea.com/us/en/images/products/ersnaes-sideboard-birch-effect__1016125_pe830223_s5.jpg,299.0,4.0,1.0,28.75,1.75,73.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1809,"BESTÅ Storage combination with drawers - white/Hanviken/Stubbarp white 70 7/8x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-drawers-white-hanviken-stubbarp-white-s09195625/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0996745_pe822517_s5.jpg,315.0,4.0,2.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1810,"EKET Wall-mounted storage combination - dark gray 41 3/8x13 3/4x27 1/2 """,https://www.ikea.com/us/en/p/eket-wall-mounted-storage-combination-dark-gray-s89336377/,https://www.ikea.com/us/en/images/products/eket-wall-mounted-storage-combination-dark-gray__0856970_pe780867_s5.jpg,95.0,0.0,0.0,13.25,3.25,15.0,Shelves,Dining room cabinets & cupboards
1811,"GALANT File cabinet - white stained oak veneer 20 1/8x47 1/4 """,https://www.ikea.com/us/en/p/galant-file-cabinet-white-stained-oak-veneer-30365178/,https://www.ikea.com/us/en/images/products/galant-file-cabinet-black-stained-ash-veneer__0613264_pe686192_s5.jpg,299.0,3.0,12.0,19.25,3.75,49.0,Shelves,Filing cabinets & storage cabinets
1812,"HAVSTA Storage combination w/glass doors - gray 63 3/4x14 5/8x52 3/4 """,https://www.ikea.com/us/en/p/havsta-storage-combination-w-glass-doors-gray-s29266056/,https://www.ikea.com/us/en/images/products/havsta-storage-combination-w-glass-doors-dark-brown__0626867_pe693037_s5.jpg,428.0,5.0,4.0,15.25,4.5,37.25,Shelves,Dining room cabinets & cupboards
1813,"KLINGSBO Glass-door cabinet - black/clear glass 17 3/4x70 7/8 """,https://www.ikea.com/us/en/p/klingsbo-glass-door-cabinet-black-clear-glass-60128562/,https://www.ikea.com/us/en/images/products/klingsbo-glass-door-cabinet-black-clear-glass__0644251_pe702506_s5.jpg,149.0,4.3,45.0,17.5,3.25,71.75,Shelves,Display cabinets
1814,"BESTÅ Storage combination w/glass doors - black-brown/Selsviken high gloss/black smoked glass 47 1/4x16 1/2x76 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s39059457/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-glass-doors-black-brown-hanviken-sindvik-black-brown-clear-glass__0350229_pe535117_s5.jpg,520.0,2.6,5.0,16.25,3.25,76.75,Shelves,Display cabinets
1815,"BESTÅ Storage combination with doors - black-brown Hedeviken/Mejarp/dark brown stained oak veneer 70 7/8x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-black-brown-hedeviken-mejarp-dark-brown-stained-oak-veneer-s69421748/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0996712_pe822456_s5.jpg,343.0,4.1,23.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1816,"BESTÅ Storage combination w/glass doors - walnut effect light gray/Selsviken high gloss/white clear glass 23 5/8x16 1/2x76 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-glass-doors-walnut-effect-light-gray-selsviken-high-gloss-white-clear-glass-s19412529/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-glass-doors-black-brown-lappviken-light-gray-brown-clear-glass__0994569_pe821243_s5.jpg,315.0,2.3,3.0,16.25,3.0,76.75,Shelves,Display cabinets
1817,"BESTÅ Storage combination w doors/drawers - black-brown/Selsviken high-gloss/black 47 1/4x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-w-doors-drawers-black-brown-selsviken-high-gloss-black-s59412626/,https://www.ikea.com/us/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0994446_pe821116_s5.jpg,255.0,3.5,6.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1818,"BESTÅ Storage combination with doors - walnut effect light gray/Selsviken high-gloss/white 47 1/4x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-walnut-effect-light-gray-selsviken-high-gloss-white-s99209835/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-bjoerkoeviken-mejarp-brown-stained-oak-veneer__0994417_pe821071_s5.jpg,237.0,4.7,7.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1819,"BESTÅ Storage combination with doors - black-brown/Lappviken black-brown 47 1/4x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-black-brown-lappviken-black-brown-s59324540/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-kallviken-dark-gray-concrete-effect__0780527_pe760108_s5.jpg,145.0,4.8,9.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1820,"HAVSTA Cabinet with base - gray 31 7/8x18 1/2x35 """,https://www.ikea.com/us/en/p/havsta-cabinet-with-base-gray-50415196/,https://www.ikea.com/us/en/images/products/havsta-cabinet-with-base-dark-brown__0720105_pe732419_s5.jpg,169.0,4.7,72.0,19.25,7.25,36.5,Shelves,Dining room cabinets & cupboards
1821,"BESTÅ Storage combination with drawers - white/Selsviken high-gloss/white 70 7/8x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-drawers-white-selsviken-high-gloss-white-s39412665/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0996745_pe822517_s5.jpg,330.0,4.0,2.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1822,"EKET Storage combination with legs - white light gray/wood 13 3/4x13 3/4x31 1/2 """,https://www.ikea.com/us/en/p/eket-storage-combination-with-legs-white-light-gray-wood-s59386081/,https://www.ikea.com/us/en/images/products/eket-storage-combination-with-legs-dark-gray-red-brown-wood__1017339_pe830779_s5.jpg,70.0,5.0,1.0,14.25,3.75,16.25,Shelves,Dining room cabinets & cupboards
1823,"BRIMNES Storage combination w/glass doors - white 63x13 3/4x74 3/4 """,https://www.ikea.com/us/en/p/brimnes-storage-combination-w-glass-doors-white-s49278237/,https://www.ikea.com/us/en/images/products/brimnes-storage-combination-w-glass-doors-black__0619456_pe689101_s5.jpg,298.0,4.9,17.0,15.25,3.25,38.0,Shelves,Display cabinets
1824,"GALANT Cabinet with doors - white stained oak veneer 31 1/2x47 1/4 """,https://www.ikea.com/us/en/p/galant-cabinet-with-doors-white-stained-oak-veneer-90365137/,https://www.ikea.com/us/en/images/products/galant-cabinet-with-doors-black-stained-ash-veneer__0612974_pe686106_s5.jpg,229.0,4.4,14.0,17.5,3.5,45.5,Shelves,Filing cabinets & storage cabinets
1825,"BESTÅ Storage combination with doors - black-brown/Timmerviken black 70 7/8x16 1/2x25 5/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-black-brown-timmerviken-black-s39435153/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-doors-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0996712_pe822456_s5.jpg,265.0,4.1,23.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
1826,"HAVSTA Storage combination - dark brown 55 7/8x18 1/2x83 1/2 """,https://www.ikea.com/us/en/p/havsta-storage-combination-dark-brown-s19275136/,https://www.ikea.com/us/en/images/products/havsta-storage-combination-dark-brown__0820441_pe732380_s5.jpg,518.0,4.0,2.0,15.25,4.75,37.25,Shelves,Dining room cabinets & cupboards
1827,"BESTÅ Storage combination with drawers - Laxviken black/Selsviken high-gloss/black 70 7/8x15 3/4x29 1/8 """,https://www.ikea.com/us/en/p/besta-storage-combination-with-drawers-laxviken-black-selsviken-high-gloss-black-s89195645/,https://www.ikea.com/us/en/images/products/besta-storage-combination-with-drawers-black-brown-lappviken-sindvik-black-brown-clear-glass__0781754_pe760942_s5.jpg,350.0,0.0,0.0,16.25,4.5,51.0,Shelves,"Buffet tables, sideboard buffets & buffet cabinets"
